number_of_occurence, full_citation
3,Vism.558
3,Vin.iv.188
3,Thag-a.35
3,Thig.255
3,Mhvs.vii.17
3,Ja.vi.335
3,SN.i.164
3,Thig.168
3,Thag-a.159
3,Pv.ii.12#21
3,DN-a.i.225
3,Snp.656
3,Vin.iv.151
3,Pts.ii.31
3,Sdhp.453
3,MN.ii.138
3,Mnd.247
3,Thig.350
3,Snp.809
3,Dhp-a.iv.78
3,Snp.564
3,Ja.i.35
3,Sdhp.434
3,Ja.iv.263
3,Ja.i.474
3,Avs.i.258
3,Snp.582
3,Cnd.612
3,AN.ii.161
3,Thag.92
3,Pv.iii.1#14
3,AN.iii.274
3,Ja.ii.340
3,Dhp-a.i.123
3,Dhp-a.iv.37
3,Dhs-a.69
3,Dhp-a.i.156
3,Dhs.608
3,Dhp-a.iv.215
3,Vin.v.196
3,Thag.189
3,Dhp-a.iii.110
3,Dhp.251
3,SN.i.56
3,SN.ii.1
3,DN.ii.176
3,Kp-a.117
3,Vin.i.222
3,Dhp.102
3,Snp.619
3,MN.ii.20
3,Vin.iii.184
3,Cnd.305
3,Vin.iv.64
3,Vin.iv.176
3,AN.iv.84
3,SN.i.84
3,Vism.537
3,MN.i.362
3,SN.v.50
3,Ja.iii.479
3,Vin.i.142
3,Vin.ii.227
3,Vin.iv.88
3,SN.v.80
3,DN.iii.117
3,MN.i.373
3,Vin.iii.155
3,Sdhp.189
3,Dhp-a.iii.364
3,Dhp-a.iii.307
3,Dhs-a.194
3,DN.iii.53
3,Snp.605
3,Pgdp.49
3,Sdhp.381
3,Pv.ii.12#8
3,Vv.84#45
3,Snp-a.ii.230
3,Ja.v.502
3,Ud.52
3,Vism.192
3,Dhp-a.i.426
3,MN.ii.45
3,Dhp-a.i.46
3,Vv-a.251
3,Dhp.360
3,Pv.iv.3#38
3,Dhp-a.i.208
3,Tha-ap.40
3,AN.iii.147
3,Ja.vi.501
3,Dhs-a.297
3,AN.i.129
3,SN.ii.244
3,MN.i.510
3,SN.ii.213
3,AN.v.35
3,Ja.iii.346
3,Dhp-a.iii.174
3,Pts.ii.33
3,Dhp-a.iii.403
3,Vv.12#5
3,Ja.iv.441
3,Ja.ii.190
3,Sdhp.58
3,Sdhp.240
3,Thag-a.68
3,Cnd.308
3,Ja.iv.61
3,Dhp-a.i.422
3,Vv.52#3
3,Dhp.33
3,Ja.iv.454
3,Vism.202
3,Pv.iii.9#5
3,Snp.816
3,Ja.iii.312
3,Thag.202
3,Vism.291
3,Divy.180
3,Ja.iii.380
3,Avs.ii.111
3,DN.i.145
3,Ja.iii.267
3,AN.iii.257
3,DN-a.i.239
3,Sdhp.241
3,Ja.vi.579
3,Vin.iv.312
3,Pv.iv.3#13
3,Vin.iv.177
3,Ja.ii.188
3,Snp.p.149
3,Vb.403
3,Dhs-a.150
3,SN.v.268
3,AN.i.7
3,AN.iv.462
3,SN.iv.164
3,Dhs-a.213
3,SN.v.158
3,Thag.736
3,Vv.40#2
3,Sdhp.165
3,Mhvs.vii.18
3,Vv.80#1
3,Vin.iv.59
3,Vin.iv.173
3,Divy.239
3,Dhs-a.12
3,MN.i.248
3,Vin.v.158
3,Dhp-a.iv.92
3,Ja.ii.375
3,Dhp-a.iii.94
3,Vin.iii.216
3,Vin.iv.250
3,Dhp-a.iv.64
3,Vism.299
3,Thag.1248
3,Thag.786
3,Vin.ii.225
3,Dhp-a.iii.224
3,Thag.620
3,Dhp-a.ii.101
3,Dhp-a.i.167
3,Cnd.593
3,DN-a.i.116
3,Ja.iv.328
3,SN.iii.107
3,Netti.15
3,Ja.iii.288
3,Ja.vi.572
3,Vin.i.118
3,Ja.ii.139
3,Dhp.350
3,Vin.iv.61
3,Ja.iv.74
3,Vism.544
3,Vism.596
3,SN.iv.369
3,AN.iv.366
3,Snp.808
3,Cnd.249
3,Ja.iv.204
3,Dhp-a.iv.44
3,Dhp.354
3,Thag-a.213
3,MN.i.355
3,Snp.576
3,Snp.596
3,Ja.vi.356
3,Ja.ii.309
3,Ja.v.32
3,Vism.159
3,Sdhp.118
3,Pv.ii.11#4
3,Pv.iv.3#33
3,Dhs.609
3,SN.iii.215
3,Ja.iv.459
3,AN.iii.120
3,AN.iv.175
3,SN.v.468
3,Pts.ii.112
3,Vv.16#2
3,Vin.iii.150
3,Pts.i.118
3,Vb.306
3,Dhp-a.iii.193
3,MN.ii.9
3,Ne.17
3,SN.ii.169
3,DN.ii.140
3,AN.v.129
3,Thig.1
3,AN.iii.314
3,Snp.1138
3,Cnd.203
3,Ud.73
3,Ja.iii.233
3,Dhp-a.ii.140
3,Snp-a.246
3,Ja.iv.342
3,SN.v.229
3,Ja.iv.350
3,Ja.ii.315
3,Ja.iii.97
3,DN.ii.34
3,SN.v.420
3,Vism.567
3,Dhp-a.iii.241
3,AN.v.354
3,Cnd.277
3,Kp-a.196
3,Vin.iv.345
3,MN-a.i.2
3,Vv.84#16
3,Vv.22#10
3,Dhp-a.iii.64
3,Thig.440
3,Kp-a.79
3,Mhbv.154
3,Pv.iii.6#5
3,Thig.423
3,Snp.317
3,SN.iv.246
3,Thag.893
3,MN.i.252
3,DN.ii.167
3,Dhp-a.i.382
3,Vin.v.3
3,Sdhp.491
3,Vv.44#1
3,Dhs-a.111
3,Vin.i.69
3,Snp.p.90
3,Vv.35#12
3,Vv.39#1
3,Vv.64#5
3,Thag-a.139
3,Dhp-a.iii.385
3,Dhs.588
3,AN.i.278
3,Ja.iv.313
3,Cnd.651
3,Pts.i.31
3,Pts.ii.179
3,Vv.52#1
3,AN.v.201
3,Cnd.291
3,Vv-a.148
3,Avs.i.205
3,Divy.116
3,Ja.iii.468
3,Pv.ii.9#1
3,Ja.vi.571
3,Mil.384
3,Vv.67#6
3,Ja.iii.171
3,Ja.vi.118
3,Dhp-a.iv.6
3,Thag-a.38
3,SN.v.100
3,Kp-a.184
3,MN.ii.95
3,Dhs-a.316
3,Vism.553
3,Vin.iii.241
3,Pv.iv.1#3
3,Pv.iv.3#55
3,AN.v.284
3,Dhs.1002
3,MN.iii.17
3,Ja.i.305
3,SN.iv.282
3,AN.iv.81
3,Ja.iii.8
3,Sdhp.229
3,Vism.595
3,Thag.62
3,MN.i.275
3,MN.ii.62
3,Ja.iv.64
3,Snp-a.185
3,Cnd.447
3,Iti.26
3,Dhp.316
3,SN.iii.98
3,Ja.vi.90
3,MN.ii.21
3,AN.v.273
3,Ja.vi.31
3,Snp-a.219
3,MN.iii.222
3,Ja.ii.145
3,Sdhp.511
3,Dhp-a.iv.24
3,Sdhp.324
3,Kp-a.133
3,Snp-a.44
3,Snp-a.212
3,AN.iii.207
3,AN.i.194
3,MN.i.313
3,SN.v.451
3,Vv.52#22
3,Vin.iv.31
3,Ja.v.245
3,Snp.1125
3,SN.ii.102
3,Dhp-a.iv.11
3,AN.ii.225
3,Tikp.280
3,Thag.9
3,SN.iii.254
3,Ja.vi.239
3,Ja.iii.406
3,DN.ii.158
3,Pv.ii.9#56
3,Vb.73
3,Ja.vi.263
3,MN.ii.61
3,Thag-a.73
3,Thag.453
3,Vism.82
3,AN.v.76
3,AN.iii.89
3,AN.iv.163
3,Dhp-a.i.238
3,Thig.443
3,Dhp-a.iv.157
3,AN.iii.450
3,Vin.iv.67
3,AN.i.185
3,AN.iii.8
3,SN.iv.270
3,DN.iii.119
3,Ud.63
3,AN.iii.431
3,Snp-a.309
3,Dhp-a.iii.190
3,Ja.i.382
3,Vin.ii.55
3,Ja.v.311
3,Ja.v.73
3,SN.iii.65
3,SN.iv.113
3,Ja.i.507
3,Vb.211
3,Mnd.55
3,Ja.iv.255
3,Sdhp.355
3,Sdhp.413
3,Ja.iv.243
3,Dhp-a.iii.414
3,Dhp-a.iii.472
3,Cnd.405
3,DN-a.i.150
3,Vin.iv.274
3,Ja.iii.475
3,Dhp-a.i.275
3,Dhp-a.iv.60
3,Ja.v.166
3,Cnd.332
3,Vv.63#27
3,Vv.53#8
3,Sdhp.612
3,Thag-a.28
3,Divy.404
3,Dhp-a.iii.88
3,Kp.111
3,Dhp-a.iii.231
3,Dhp-a.iii.166
3,Pts.i.63
3,Pts.i.91
3,Vv-a.22
3,Ja.iii.305
3,Snp-a.255
3,Ja.v.234
3,Ja.iv.97
3,Vin.iii.78
3,Ja.vi.493
3,Mnd.150
3,SN.iv.31
3,AN.iv.52
3,Cnd.214
3,MN.i.320
3,Mnd.263
3,Vin.iii.132
3,Sdhp.121
3,Cnd.484
3,Pv.iv.1#61
3,Mnd.423
3,Dhs-a.54
3,Dhp-a.iii.336
3,Mnd.165
3,Ja.vi.573
3,SN.iv.261
3,Snp-a.253
3,SN.ii.117
3,MN.iii.224
3,Snp-a.189
3,Dhp.277
3,Mil.235
3,Dhp.196
3,Pts.i.112
3,SN.v.103
3,AN.iii.292
3,Thag-a.50
3,Vism.228
3,Vv.46#8
3,Pv.iii.2#11
3,Vism.594
3,AN.iii.201
3,Ja.ii.304
3,Ja.v.358
3,Snp.1035
3,Thig.391
3,Pv.iii.7#7
3,Thig.484
3,Pv.ii.3#19
3,Snp.753
3,Pts.ii.220
3,SN.iii.170
3,Pts.ii.180
3,Dhp-a.i.54
3,Mnd.105
3,Mnd.299
3,Vb.199
3,SN.v.12
3,Snp.871
3,Tikp.366
3,AN.i.275
3,Dhp.272
3,AN.v.355
3,Vism.198
3,Ja.vi.405
3,Kp-a.171
3,Snp-a.471
3,Snp.802
3,Sdhp.466
3,SN.i.223
3,Dhp-a.i.185
3,Thag.342
3,Thag.139
3,Thig.425
3,Thig.383
3,Dhs.48
3,Dhs.49
3,Pts.ii.8
3,Vism.532
3,Dhp-a.iii.14
3,Snp-a.342
3,Vb-a.183
3,Vb-a.254
3,Snp-a.73
3,MN.iii.68
3,Mnd.85
3,Mnd.33
3,MN.iii.5
3,SN.v.362
3,Mnd.292
3,Pv.iv.3#34
3,Cnd.380
3,Cnd.378
3,Vb-a.497
3,Thag-a.62
3,Thig.67
3,Dhp-a.iii.262
3,Dhp-a.i.352
3,Snp-a.267
3,Dhp-a.iii.374
3,Ja.ii.141
3,AN.iii.2
3,Vb-a.278
3,AN.iii.419
3,Mnd.464
3,Thag.1092
3,Ja.vi.234
3,Dhp-a.iv.58
3,Dpvs.14
3,Thag.547
3,Ja.iii.208
3,Divy.500
3,Snp-a.53
3,Vb-a.250
3,Snp-a.482
3,Pv.iii.1#11
3,Vb-a.19
3,AN.iv.355
3,Dhp-a.iii.271
3,Pv.ii.1#16
3,Snp-a.506
3,SN.v.272
3,Snp-a.9
3,Mnd.196
3,Vin.i.356
3,Vb-a.467
3,Ja.vi.362
3,Vin.iv.131
3,Snp-a.302
3,Dhp-a.iii.56
3,Pts.ii.182
3,Ja.iv.104
3,Dhp-a.i.235
3,MN.i.499
3,Vb-a.391
3,SN.iii.15
3,SN.iv.80
3,Divy.196
3,AN.iv.346
3,Ja.i.437
3,Vin.iv.60
3,AN.v.318
3,Ja.iv.488
3,Snp.115
3,Pv.ii.9#60
3,Ja.iv.368
3,Vin.iii.177
3,Pv.i.7#8
3,Pv.ii.9#69
3,Snp-a.443
3,Ja.vi.463
3,Mnd.316
3,Snp-a.491
3,Ja.vi.131
3,Snp-a.230
3,Kp-a.125
3,Snp-a.97
3,Snp-a.141
3,Thag.632
3,Snp-a.591
3,Snp.483
3,Thag.1021
3,Ud.77
3,Dhp-a.iii.378
3,AN.v.314
3,Vv.64#22
3,Vb-a.275
3,Dhp.388
3,Snp.567
3,Snp-a.327
3,MN.ii.56
3,Ja.vi.514
3,Dhp-a.iv.187
3,Snp-a.26
3,SN.ii.137
3,Sdhp.562
3,Mvu.iii.338
3,Pv.iv.1#38
3,Snp-a.203
3,AN.iv.294
3,Sdhp.537
3,Kp-a.108
3,Vv.84#40
3,Mnd.321
3,Mnd.151
3,SN.i.231
3,Mnd.84
3,Mnd.102
3,Ja.iii.331
3,Ja.iv.149
3,Ja.iv.400
3,DN-a.i.299
3,DN-a.i.206
3,DN-a.i.204
3,Ja.v.93
3,Thag-a.52
3,Mnd.426
3,Iti.3
3,SN.v.251
3,Snp-a.517
3,SN.v.182
3,Dhs-a.148
3,Thag-a.170
3,Mnd.492
3,Snp.p.60
3,Vism.45
3,Mnd.46
3,Ja.ii.368
3,DN.iii.35
3,Divy.38
3,Ud.44
3,Snp-a.316
3,Dhp-a.ii.166
3,Snp-a.210
3,Vin.iv.127
3,Avs.i.259
3,Vv.84#53
3,Vb-a.13
3,Dhp-a.iv.162
3,Vin.ii.18
3,Vin.ii.243
3,MN.ii.160
3,Vism.168
3,Ja.vi.376
3,Vin.i.42
3,AN.iii.96
3,Snp-a.493
3,Thag.97
3,Thag.307
3,Cnd.597
3,Cnd.657
3,Dhp-a.ii.108
3,Vin.i.160
3,Divy.93
3,SN.v.262
3,Mil.190
3,Thag-a.203
3,Snp.163
3,Kp-a.18
3,Pv.ii.9#73
3,Ja.v.27
3,Dhp-a.i.227
3,Ja.vi.134
3,Dhp-a.ii.243
3,Mnd.477
3,Dhp-a.iii.191
3,MN.iii.76
3,Snp-a.504
3,Ud.17
3,Vb-a.165
3,DN.ii.46
3,Dhp-a.iii.213
3,DN.iii.63
3,Snp.129
3,Dhp-a.iii.257
3,AN.iii.227
3,Cnd.435
3,Snp-a.485
3,Vv.36#3
3,Kp-a.41
3,Vb-a.64
3,Vb-a.247
3,Vism.47
3,Ja.v.1
3,Vism.246
3,Cnd.444
3,Vin.iv.12
3,Mnd.126
3,MN.iii.235
3,Dhp-a.iv.97
3,Mnd.227
3,Ja.v.494
3,Dhp-a.ii.118
3,Vin.i.250
3,Mnd.8
3,Divy.491
3,Vism.541
3,Divy.63
3,Ja.iv.346
3,Snp-a.385
3,AN.iii.345
3,Vism.433
3,Dhs.715
3,Pv.ii.7#4
3,Ja.vi.39
3,Vb-a.2
3,Kp-a.175
3,Vb-a.97
3,Mnd.232
3,Ud.53
3,Vb-a.397
3,Snp.618
3,Ja.vi.119
3,Ja.iii.429
3,Ja.vi.284
3,Ja.iii.40
3,Tikp.155
3,Ja.iii.237
3,Vb-a.270
3,Ja.iii.238
3,Vb-a.32
3,Thag.501
3,Snp-a.418
3,Thag.188
3,SN.iv.248
3,Mhvs.88
3,Mhbv.28
3,Dhp-a.iii.397
3,Vism.403
3,Vb-a.291
3,Ja.iii.62
3,Ja.iv.401
3,Vism.222
3,Thag.1138
3,Bv.ii.183
3,Mnd.458
3,Vin.iv.39
3,Snp-a.15
3,Vb-a.33
3,DN.ii.303
3,Divy.616
3,Snp-a.2
3,Snp-a.391
3,DN.ii.246
3,Sdhp.70
3,SN.v.94
3,Mnd.207
3,Snp-a.56
3,Thag.909
3,MN.iii.117
3,MN.ii.148
3,Dhp-a.ii.112
3,Vb-a.167
3,Vb-a.437
3,Vb-a.510
3,Thag.1027
3,Mnd.249
3,Dhp-a.iii.84
3,Kp-a.109
3,Divy.276
3,Dhp-a.i.55
3,Vin.iii.222
3,AN.iv.255
3,Mnd.145
3,Mnd.402
3,Thag.926
3,Mnd.274
3,Dhs-a.269
3,Vb-a.81
3,Mnd.284
3,Bv.ii.10
3,Vv.74#4
3,Vb-a.141
3,MN.i.2
3,Vism.543
3,Dhp-a.i.414
3,Dhp-a.iii.421
3,Ja.vi.415
3,DN-a.i.28
3,Vb-a.408
3,Vb-a.259
3,Thig.94
3,Dhp.263
3,Snp-a.69
3,Vb-a.100
3,Sdhp.295
3,Dhp.170
3,Vb-a.233
3,Sdhp.97
3,Dhs-a.373
3,Vb-a.317
3,Vb-a.20
3,Ja.vi.496
3,Dhs-a.100
3,Mhvs.214
3,Dhs-a.218
3,Dhs-a.123
3,Snp-a.48
3,Dhs-a.205
3,Vb-a.41
3,Vism.488
3,Dhs.72
3,MN.ii.114
3,Tha-ap.20
3,Cnd.497
3,Mnd.153
3,Ja.iv.221
3,Snp.466
3,Vv.2#1
3,Mhvs.96
3,DN.ii.330
3,Vb-a.85
3,Mnd.15
3,DN.ii.42
3,AN.i.252
3,Vb-a.486
3,Sdhp.569
3,Ja.vi.400
3,Mhvs.192
3,Vv.81#6
3,Vb.251
3,Vb-a.366
3,Vin.iii.64
3,Dhs-a.318
3,Pv.iii.4#5
3,Ja.vi.343
3,Ja.ii.66
3,Kp-a.119
3,Divy.501
3,Vb-a.225
3,Kp-a.172
3,Divy.35
3,Kp.320
3,SN.ii.62
3,Mnd.415
3,Dhp-a.i.65
3,Vb.402
3,SN.iii.44
3,Pv.ii.12
3,Vv.52#2
3,Snp-a.301
3,Snp.505
3,Ja.iv.66
3,Dhp-a.ii.128
3,Dhp.52
3,Sdhp.269
3,SN.iii.171
3,Mhvs.230
3,Snp-a.96
3,Ja.iv.275
3,Vv.29#1
3,Ja.vi.468
3,Ja.iii.516
3,Thag-a.40
3,Vin.ii.84
3,MN.i.397
3,Vv.34#26
3,Pts.ii.92
3,Vb-a.410
3,Ja.i.464
3,Vv.53#5
3,Sdhp.124
3,MN.ii.101
3,Vb-a.11
3,Vb-a.163
3,Mhvs.81
3,Kp-a.63
3,Dhp-a.i.356
3,Ja.iii.122
3,Ja.v.430
3,Thag.1103
3,Vb-a.174
3,Dhs-a.392
3,DN.ii.309
3,Vb-a.83
3,Sdhp.105
3,Vv.50#8
3,Dpvs.18
3,Dhp-a.ii.157
3,Thig.73
3,Ja.iii.217
3,Vb-a.272
3,AN.iv.232
3,Cnd.551
3,MN.i.513
3,Tikp.41
3,Kp.52
3,Kp.275
3,Vb-a.57
3,Vin.i.316
3,Dhp-a.iii.417
3,Ja.ii.402
3,Dhtm.106
3,Vism.315
3,Mhvs.103
3,Vv.84#11
3,Snp-a.99
3,Snp-a.483
3,Vb-a.276
3,Ja.i.435
3,Avs.ii.188
3,Snp.905
3,Vin.ii.157
3,Ja.iv.445
3,Kp-a.89
3,Ja.v.316
3,Snp-a.34
3,Ja.v.177
3,Ja.vi.582
3,Snp-a.540
3,Tha-ap.23
3,Vism.316
3,Snp.1108
3,Sdhp.34
3,Sdhp.117
3,Ne.76
3,Vism.545
3,Vb-a.192
3,Kp-a.95
3,Vism.368
3,Sdhp.458
3,Lal.520
3,Kp.53
3,Dhp-a.iii.192
3,Snp-a.188
3,Ja.vi.120
3,Sdhp.613
3,Mnd.21
3,DN.iii.109
3,Vb-a.89
3,AN.iii.203
3,Vin.i.308
3,DN-a.i.46
3,Vb-a.74
3,AN.iii.115
3,Vb-a.252
3,MN-a.i.173
3,Ja.vi.583
3,Ja.ii.177
3,Vb-a.145
3,DN.ii.234
3,Ja.ii.16
3,Vism.221
3,Ja.iii.253
3,Dhs.993
3,Mhvs.244
3,Kv.335
3,DN-a.i.25
3,MN.i.322
3,Dhs.4
3,Mhbv.110
3,DN.ii.344
3,DN.ii.342
3,Snp.226
3,SN.v.175
3,Bv.ii.59
3,Snp.797
3,MN.i.146
3,Ne.195
3,Dhtp.248
3,Ja.vi.421
3,Vb-a.381
3,DN.ii.295
3,Ja.ii.429
3,Dhs-a.221
3,Ja.i.314
3,Cnd.694
3,Dhs.601
3,Bv.i.28
2,Vv.80#7
2,Thig.314
2,Vv.33#40
2,MN.i.298
2,AN.iii.198
2,Mvu.iii.200
2,Dhp-a.i.200
2,AN.iv.156
2,DN.ii.348
2,Sdhp.237
2,Sdhp.380
2,Ja.vi.191
2,Divy.363
2,Snp.p.51
2,Avs.i.24
2,Snp.640
2,SN.iv.182
2,SN.v.310
2,Vv-a.225
2,Sdhp.352
2,Vin.ii.257
2,Thig.386
2,Snp.p.25
2,Ja.vi.404
2,Sdhp.558
2,Thag-a.20
2,Kv.556
2,Dpvs.iv.1
2,Vin.i.392
2,MN.i.501
2,Ja.iv.476
2,Vv.20#7
2,Dpvs.vi.65
2,AN.ii.128
2,Dhs-a.326
2,Lal.552
2,MN.ii.97
2,Pv.ii.12#18
2,Kp-a.85
2,Ja.ii.207
2,Kp-a.88
2,MN.i.492
2,Ja.iv.324
2,Dhp-a.i.260
2,Kv.586
2,SN.iii.105
2,Dhp-a.iv.163
2,Divy.142
2,Divy.555
2,MN.iii.144
2,Vin.iv.247
2,Sdhp.122
2,Dhp-a.i.349
2,Vv.84#13
2,Ja.ii.291
2,Vv.50#21
2,Dhs-a.338
2,Dhs-a.361
2,SN.iv.1
2,AN.iv.299
2,AN.v.335
2,Vb.327
2,Cnd.15
2,Dhs.1049
2,Mnd.346
2,MN.i.62
2,Snp.p.46
2,MN.ii.245
2,Vin.iv.237
2,Vin.i.113
2,Cnd.16
2,Thig.474
2,AN.iii.194
2,SN.v.331
2,Divy.160
2,Dhs-a.5
2,SN.iii.187
2,Divy.534
2,Mnd.75
2,Mnd.411
2,Ja.vi.258
2,Thag.773
2,Thig.99
2,Pts.ii.58
2,Dpvs.iv.24
2,Dhp-a.iii.351
2,SN.iv.40
2,Vv.44#18
2,Pts.ii.104
2,Mnd.168
2,Pp.2
2,Cnd.19
2,Dhs.296
2,Kv.561
2,Dhs-a.291
2,Dhp.411
2,Ja.iv.129
2,Ja.iv.150
2,Ja.vi.433
2,Thag.406
2,Dpvs.i.66
2,Sdhp.205
2,Vv.34#8
2,Vv-a.264
2,MN.iii.121
2,Divy.398
2,Avs.i.338
2,Avs.i.170
2,Avs.i.149
2,Lal.540
2,Divy.265
2,Dhp-a.iii.179
2,Dhs.219
2,Vv.67#2
2,Snp.107
2,Sdhp.220
2,Ja.ii.295
2,Avs.i.274
2,Dhp-a.iii.367
2,Ja.iv.180
2,DN-a.i.173
2,Vv.13#6
2,Cnd.615
2,Sdhp.561
2,Sdhp.316
2,Ja.v.481
2,Ja.v.189
2,Thag.599
2,Mvu.iii.321
2,Cnd.180
2,AN.iv.66
2,SN.iv.242
2,Kp.viii.7
2,Ja.vi.417
2,Sdhp.488
2,Mnd.233
2,MN.i.516
2,Sdhp.126
2,Dhp-a.i.446
2,Thag.412
2,Thag.447
2,Thag.616
2,Mnd.324
2,Mnd.297
2,Dhs-a.28
2,SN.iv.4
2,Thag.413
2,Ja.ii.413
2,Mnd.82
2,Cnd.271
2,Kv.67
2,MN.iii.271
2,SN.iv.49
2,Pts.ii.106
2,SN.iv.152
2,SN.iv.148
2,SN.iii.178
2,Vin.v.86
2,Thag.1097
2,SN.iii.185
2,MN.ii.159
2,Divy.230
2,Avs.i.162
2,SN.ii.245
2,Pts.i.156
2,Vb.136
2,Snp.260
2,MN.ii.263
2,SN.iii.78
2,AN.iv.62
2,SN.iv.347
2,Cnd.316
2,Thag.374
2,AN.v.222
2,AN.v.254
2,Sdhp.87
2,Kp-a.216
2,Ja.iii.326
2,Ja.iv.230
2,Pts.ii.89
2,SN.v.224
2,Pts.i.105
2,Pts.ii.39
2,Cnd.28
2,Ja.v.280
2,Thag-a.22
2,Ja.vi.428
2,Pv.i.12#5
2,Pv.ii.3#24
2,Pv.iv.1#36
2,Cnd.635
2,DN.iii.199
2,Vv.62#2
2,Ja.vi.84
2,Ja.v.496
2,Thag.529
2,DN.ii.59
2,Thig.51
2,Vv.84#22
2,AN.iii.440
2,Pts.i.108
2,SN.iii.194
2,Vv.63#30
2,AN.ii.92
2,AN.iii.327
2,Pts.ii.11
2,Dhs-a.125
2,Sdhp.62
2,AN.v.282
2,Ja.v.29
2,AN.iv.24
2,Dhs-a.190
2,Thag.732
2,Pts.i.124
2,DN-a.i.44
2,Vb.339
2,MN.i.113
2,AN.ii.124
2,Cnd.34
2,SN.ii.63
2,AN.i.184
2,Vin.iii.267
2,Dhs.35
2,Kv.29
2,Sdhp.505
2,Ja.iv.168
2,MN.ii.146
2,AN.v.86
2,SN.v.178
2,AN.iv.204
2,MN.i.174
2,Vv.15#10
2,Vv.17#7
2,Snp.745
2,Sdhp.479
2,Cnd.44
2,Dhs.1101
2,Dhs.1451
2,Thag.969
2,Pv.iii.7#6
2,Ja.iv.65
2,Dpvs.v.39
2,Sdhp.242
2,DN-a.i.302
2,Mil.142
2,Lal.147
2,Thag.1033
2,Vv.40#5
2,Dhs-a.384
2,Ja.ii.280
2,Ja.iii.115
2,Thag.754
2,Vin.iv.148
2,MN.i.474
2,Vin.iv.43
2,Vin.v.2
2,MN.i.416
2,Divy.61
2,Vin.ii.111
2,Thag.1235
2,Thag.1250
2,Vin.iii.307
2,Dhp-a.1
2,Snp-a.454
2,Divy.238
2,Pts.i.96
2,Pts.i.191
2,Vb.236
2,Sdhp.405
2,Sdhp.474
2,Ja.ii.390
2,Vv.64#14
2,DN-a.i.308
2,Thag.679
2,Thag.1246
2,SN.v.431
2,Thig.163
2,Ja.vi.97
2,Pv-a.i.11#2
2,Pv-a.ii.12#2
2,MN.i.97
2,Dhp-a.ii.97
2,AN.i.14
2,Vv.84#38
2,Ja.vi.1
2,Bv.i.45
2,Thig.446
2,Pv.iv.7#12
2,Thag.747
2,Ja.v.223
2,Vin.v.161
2,Ja.vi.439
2,Dhp-a.iii.380
2,SN.v.236
2,SN.iii.253
2,MN.iii.285
2,AN.iv.9
2,Pts.i.123
2,MN.ii.70
2,Dhp-a.i.431
2,Sdhp.91
2,Cp.i.10#3
2,Pv.ii.6#8
2,AN.v.49
2,Vv-a.81
2,Ja.v.334
2,Vin.iii.336
2,Mnd.222
2,Sdhp.587
2,Avs.i.102
2,Avs.ii.182
2,Dhp.199
2,Dpvs.iv.34
2,Cnd.97#4
2,Ja.ii.86
2,Ja.iv.381
2,Sdhp.427
2,Ud.32
2,Dhp-a.ii.116
2,Dhp-a.ii.136
2,Dhp-a.iii.9
2,Thag-a.188
2,Mnd.52
2,SN.iii.157
2,SN.iii.214
2,Dhp-a.iv.45
2,AN.iv.254
2,AN.iv.262
2,Dhp-a.ii.366
2,Dhp-a.iii.434
2,Ja.v.352
2,Dhs.645
2,AN.iii.167
2,DN-a.i.49
2,Dhp-a.iii.337
2,Dhp-a.i.409
2,Divy.544
2,Vv-a.1
2,Sdhp.278
2,Ja.iii.463
2,Mil.113
2,Thag.1034
2,Vv.21#4
2,SN.iv.21
2,Mnd.495
2,Sdhp.106
2,Vin.iv.355
2,Dhp-a.i.162
2,DN.i.172
2,Dhp-a.ii.173
2,Snp.293
2,Ja.iv.385
2,Cnd.59
2,Thig.217
2,Thig.447
2,Pv.iv.7#5
2,Dhp-a.i.401
2,Ja.iv.94
2,Sdhp.549
2,Vv.35#11
2,Thag.589
2,Thag.807
2,AN.v.294
2,Thag.759
2,Ja.iv.13
2,Divy.231
2,Kp.viii.4
2,Sdhp.63
2,Vin.iv.11
2,Snp.1089
2,Ja.ii.377
2,MN.i.557
2,SN.iii.95
2,Snp-a.250
2,Thag.635
2,Kv.528
2,Ja.iv.234
2,Mvu.ii.158</span>]
2,Thig.63
2,Thag.1041
2,Pv-a.270
2,Dhp-a.iii.303
2,Ja.iv.226
2,Cnd.65
2,Ja.vi.142
2,Snp.775
2,MN.ii.125
2,AN.iii.153
2,Pv.iv.1#44
2,Cnd.69
2,Vin.iv.155
2,Sdhp.519
2,Dhs.1084
2,Dhs.1437
2,Pv.iii.2#26
2,Mvu.iii.343
2,Ja.vi.446
2,MN.i.391
2,Dhp-a.i.229
2,Thig.338
2,SN.v.135
2,SN.v.240
2,SN.v.250
2,Dhp-a.i.434
2,Vb.62
2,Thag.767
2,AN.iv.218
2,Cnd.72
2,Divy.86
2,Divy.159
2,Thag.404
2,Vv.83#9
2,Vin.iii.271
2,Thag.1064
2,Thag.1068
2,Vin.iii.79
2,Thag.242
2,SN.iv.224
2,Thag.757
2,Mil.30
2,Vin.ii.40
2,Cnd.576#4
2,Thig.402
2,Ja.vi.254
2,DN.iii.26
2,Dhp-a.iii.491
2,Dhp-a.i.255
2,Ja.vi.541
2,Kp-a.114
2,Vv.24#12
2,Cnd.79
2,Ne.158
2,Thag.833
2,Pv.ii.10#3
2,Sdhp.550
2,SN.iv.16
2,Ja.ii.170
2,Pv.iii.1#1
2,Sdhp.69
